Age,Gender,MaritalStatus,AnnualIncome,EducationLevel,NumberOfDependents,Target_BoughtInsurance,Target_InsuranceType
23,Female,Single,29288.56,High School,0,0,No_Insurance
28,Female,Married,77918.28,Bachelor,4,1,Life
58,Female,Married,64643.87,High School,0,1,Life
52,Female,Married,95296.04,Master,1,0,No_Insurance
55,Male,Married,88024.27,Associate,1,1,Life
31,Female,Single,41017.48,Associate,0,1,A&H
60,Male,Divorced,190331.23,PhD,1,1,FSA
49,Male,Married,45366.56,High School,2,0,No_Insurance
32,Female,Single,57933.93,High School,0,0,No_Insurance
54,Male,Married,108775.73,Bachelor,4,1,A&H
49,Male,Married,55434.62,Associate,1,1,Life
57,Male,Married,137395.24,Bachelor,0,1,A&H
27,Male,Married,44132.16,Associate,0,1,FSA
18,Male,Single,74808.42,Bachelor,0,1,FSA
38,Female,Married,143972.37,Master,4,1,FSA
38,Female,Married,71110.65,Bachelor,1,1,FSA
39,Female,Married,61672.17,High School,3,1,Life
45,Female,Married,151375.44,Master,2,1,FSA
51,Male,Married,59836.93,Associate,3,1,Life
58,Female,Divorced,112530.77,Associate,2,1,FSA
47,Female,Married,152439.48,Master,4,1,Life
32,Male,Married,52494.02,Associate,3,1,FSA
46,Female,Married,65236.06,High School,2,1,Life
65,Male,Widowed,101182.83,Bachelor,2,1,A&H
52,Female,Married,178453.94,PhD,3,1,FSA
47,Male,Married,97283.61,Master,2,1,Life
39,Female,Married,63254.49,High School,2,1,Life
30,Male,Married,108202.81,Master,1,1,FSA
25,Female,Married,60151.97,Bachelor,2,1,FSA
48,Female,Married,99004.23,Bachelor,2,1,Life
31,Male,Married,55648.45,High School,3,1,Life
51,Male,Single,87869.41,Bachelor,2,1,Life
52,Female,Married,98938.33,Other,3,1,Life
36,Male,Married,47253.68,High School,2,1,A&H
45,Male,Married,85133.54,Bachelor,3,1,Life
55,Male,Single,91868.59,Associate,0,1,Life
20,Female,Single,147447.14,PhD,0,1,A&H
59,Male,Married,91385.16,Associate,1,1,A&H
34,Female,Single,57732.61,Associate,0,0,No_Insurance
44,Female,Married,70136.06,Associate,3,1,Life
56,Male,Married,62754.54,High School,0,1,FSA
50,Male,Married,160882.7,PhD,2,1,Life
39,Male,Married,72716.7,Associate,2,1,Life
35,Female,Married,94403.1,Bachelor,3,1,Life
26,Female,Married,32168.83,High School,0,1,FSA
39,Female,Married,44349.58,Associate,1,1,Life
63,Male,Widowed,152473.92,Bachelor,0,1,FSA
50,Female,Married,82095.41,Associate,2,1,Life
59,Female,Married,81571.44,Bachelor,0,1,A&H
50,Female,Married,120286.27,Bachelor,3,1,Life
68,Male,Widowed,120224.34,Master,0,1,FSA
63,Male,Married,101823.21,Bachelor,0,1,Life
43,Male,Married,50000.93,High School,2,0,No_Insurance
18,Female,Single,48482.93,Bachelor,0,0,No_Insurance
49,Female,Married,63489.46,High School,3,1,Life
34,Male,Married,58872.95,Bachelor,1,1,Life
41,Female,Married,113252.57,Master,4,1,FSA
66,Female,Widowed,102081.96,High School,2,1,Life
28,Female,Married,82139.49,Bachelor,3,1,A&H
46,Female,Single,121349.24,Bachelor,0,1,Life
40,Male,Married,52461.72,Associate,2,1,Life
39,Male,Married,147048.48,Master,3,1,Life
54,Male,Married,99655.12,Bachelor,2,1,A&H
30,Female,Married,51755.49,Bachelor,3,1,Life
18,Female,Married,51872.72,Bachelor,0,0,No_Insurance
54,Male,Divorced,54504.06,Associate,0,1,FSA
42,Male,Divorced,113614.01,Bachelor,1,1,Life
49,Male,Married,61774.26,High School,3,1,Life
53,Female,Single,56190.78,High School,0,1,A&H
24,Male,Single,63739.62,Bachelor,0,0,No_Insurance
19,Male,Single,26671.45,Associate,0,0,No_Insurance
58,Female,Divorced,88345.35,Bachelor,0,1,A&H
44,Male,Married,59930.2,High School,2,1,Life
58,Male,Divorced,101563.63,Other,0,1,FSA
44,Male,Married,60722.79,High School,3,1,Life
36,Female,Married,78194.08,Bachelor,2,1,Life
48,Female,Single,70628.88,Associate,1,1,Life
54,Male,Married,113487.92,Bachelor,3,1,Life
42,Female,Married,105963.64,Bachelor,2,1,Life
31,Male,Married,74078.78,Master,3,1,FSA
32,Female,Married,82996.97,Master,2,1,Life
30,Female,Married,122234.77,Master,2,1,FSA
46,Female,Married,87626.11,Associate,2,1,A&H
38,Female,Divorced,94520.15,Master,1,1,FSA
54,Male,Married,73457.62,High School,2,1,Life
40,Male,Married,109419.79,PhD,2,1,FSA
36,Female,Married,57920.46,High School,1,0,No_Insurance
58,Female,Divorced,61512.47,High School,0,1,A&H
54,Female,Married,84148.83,Associate,4,1,Life
32,Male,Married,52606.97,High School,3,1,Life
42,Male,Single,67925.63,Bachelor,0,1,A&H
53,Male,Single,121762.45,Bachelor,0,1,A&H
37,Female,Married,39624.16,High School,3,1,FSA
36,Female,Married,88703.17,Bachelor,1,1,Life
70,Male,Married,111791.82,Master,0,1,FSA
27,Female,Married,45198.3,High School,1,1,FSA
40,Male,Married,71388.29,High School,3,1,Life
48,Male,Married,104128.56,Bachelor,3,1,Life
39,Male,Married,114061.59,PhD,2,1,Life
55,Male,Single,75772.93,High School,1,1,Life
50,Female,Married,53948.74,Associate,3,1,Life
46,Male,Single,55357.14,Associate,0,0,No_Insurance
44,Female,Married,139111.15,Master,3,1,Life
60,Female,Widowed,77648.24,High School,0,1,FSA
18,Female,Single,34516.31,Associate,0,0,No_Insurance
33,Male,Single,68229.13,Bachelor,0,1,A&H
53,Male,Divorced,74733.28,Bachelor,2,1,Life
49,Female,Divorced,49721.46,High School,0,1,A&H
64,Male,Widowed,162043.62,Master,1,1,FSA
37,Male,Single,73650.34,Bachelor,0,1,FSA
47,Male,Single,68405.19,High School,1,1,Life
41,Female,Married,96916.59,Bachelor,2,1,Life
35,Female,Married,37337.73,High School,3,1,FSA
44,Female,Single,48277.24,High School,2,1,FSA
54,Male,Married,116455.91,Bachelor,3,1,Life
23,Male,Single,35634.98,Associate,0,0,No_Insurance
49,Male,Single,81472.24,High School,0,1,A&H
44,Female,Single,107914.91,Bachelor,0,1,FSA
47,Male,Married,69936.85,High School,3,1,Life
38,Male,Married,61437.72,Bachelor,2,1,Life
57,Female,Single,77734.54,High School,1,1,Life
40,Male,Single,154150.89,Master,1,1,Life
34,Female,Married,90370.62,Bachelor,4,1,FSA
40,Male,Married,72936.53,Bachelor,1,1,FSA
49,Male,Married,86189.69,Associate,1,1,A&H
38,Male,Married,34917.62,High School,1,0,No_Insurance
28,Male,Married,47381.32,High School,2,1,Life
57,Male,Divorced,94124.61,High School,0,1,Life
47,Female,Married,45900.93,High School,4,1,Life
67,Female,Married,65057.08,Associate,0,1,A&H
53,Male,Married,60840.45,High School,4,1,Life
19,Female,Single,31970.16,High School,0,1,Life
55,Female,Married,171404.76,Master,1,1,Life
65,Female,Married,61479.66,High School,0,1,A&H
42,Female,Married,84729.63,Master,2,1,FSA
58,Female,Married,87304.23,Other,1,1,Life
55,Male,Divorced,91280.79,High School,0,1,A&H
49,Female,Married,97935.99,Bachelor,1,1,Life
32,Female,Married,51903.72,High School,3,1,Life
18,Female,Single,33119.16,High School,0,0,No_Insurance
64,Male,Widowed,122783.52,Bachelor,2,1,A&H
60,Male,Married,117283.94,Master,2,1,FSA
38,Female,Married,113509.0,Master,4,1,FSA
30,Male,Married,94756.8,Bachelor,2,1,Life
42,Male,Divorced,95856.54,Bachelor,0,1,Life
65,Female,Divorced,150501.9,PhD,1,1,FSA
33,Female,Married,40698.86,Associate,1,1,Life
41,Male,Married,72591.83,High School,1,1,Life
22,Male,Single,33600.87,High School,0,0,No_Insurance
40,Female,Married,43427.59,High School,3,1,Life
37,Female,Married,70409.0,Associate,1,1,Life
31,Male,Married,106522.06,Master,3,1,Life
39,Male,Married,83858.34,Master,1,1,A&H
51,Female,Single,56605.27,Associate,0,1,A&H
57,Male,Married,75065.65,High School,0,1,A&H
42,Male,Single,75049.48,High School,1,1,Life
32,Male,Divorced,101319.48,Master,0,1,FSA
20,Female,Single,47270.6,Associate,0,0,No_Insurance
19,Male,Single,71747.91,Bachelor,0,0,No_Insurance
54,Male,Single,86944.01,High School,2,1,Life
35,Female,Single,92786.26,Master,0,1,Life
44,Female,Divorced,63093.31,High School,0,1,FSA
38,Female,Married,111110.85,Master,1,1,FSA
29,Female,Married,29976.21,High School,1,1,FSA
40,Female,Single,61548.66,Bachelor,0,1,A&H
43,Female,Divorced,115532.68,Bachelor,0,1,FSA
26,Male,Single,47522.96,Associate,0,1,Life
61,Male,Widowed,122085.49,Bachelor,1,1,FSA
55,Female,Married,156157.48,Master,2,1,Life
46,Female,Married,88692.37,Associate,2,1,Life
25,Male,Married,23653.7,High School,0,0,No_Insurance
43,Female,Married,77054.92,Bachelor,4,1,Life
34,Male,Married,34745.72,High School,2,1,Life
43,Male,Divorced,108124.97,Master,0,1,FSA
55,Female,Married,91699.26,Associate,3,1,Life
47,Male,Married,70030.38,High School,3,1,Life
56,Female,Single,162606.48,PhD,1,1,FSA
32,Male,Married,91594.95,Bachelor,4,1,FSA
40,Female,Married,75149.03,Bachelor,1,1,Life
53,Male,Married,64307.99,High School,2,1,Life
56,Male,Married,75627.9,Associate,1,1,Life
57,Male,Married,162021.75,PhD,0,1,A&H
37,Male,Married,38628.22,High School,1,1,Life
52,Male,Divorced,144931.12,Master,2,1,FSA
34,Female,Married,102818.33,Master,2,1,A&H
39,Female,Single,68325.89,Associate,0,1,FSA
24,Female,Married,128307.84,Master,0,1,FSA
33,Male,Married,121724.57,Master,4,1,Life
35,Female,Married,47843.36,High School,1,0,No_Insurance
41,Female,Married,109103.17,Master,1,1,Life
40,Male,Divorced,114819.27,PhD,0,1,Life
36,Male,Married,57287.69,High School,3,1,Life
49,Male,Single,72035.61,Bachelor,0,0,No_Insurance
37,Female,Married,99151.93,Master,4,1,FSA
58,Male,Divorced,143047.35,Bachelor,1,1,A&H
47,Female,Married,123276.98,Bachelor,1,1,Life
20,Male,Single,38196.08,Associate,0,1,FSA
26,Male,Married,37630.89,High School,0,1,FSA
50,Male,Married,154674.59,PhD,2,1,A&H
49,Female,Married,54831.44,High School,4,1,Life
39,Male,Single,44636.5,High School,0,0,No_Insurance
35,Male,Married,58227.16,Associate,4,1,Life
26,Male,Divorced,43061.38,Associate,0,1,FSA
45,Male,Divorced,91090.77,Bachelor,0,1,A&H
57,Female,Married,149522.14,Master,0,1,A&H
69,Female,Married,84182.61,High School,0,1,Life
79,Male,Widowed,110178.26,Bachelor,2,0,No_Insurance
20,Female,Single,76721.89,Bachelor,0,0,No_Insurance
57,Male,Married,56826.59,High School,1,1,A&H
43,Male,Single,43305.6,High School,0,1,FSA
50,Female,Single,86276.59,High School,0,1,Life
36,Female,Married,52831.84,Other,1,0,No_Insurance
57,Female,Divorced,113213.01,Bachelor,0,1,A&H
41,Female,Divorced,47342.55,High School,0,1,A&H
33,Female,Married,45489.39,High School,2,1,Life
61,Female,Married,117696.56,Bachelor,0,1,FSA
41,Male,Married,67289.25,High School,2,1,A&H
45,Male,Married,96268.5,Bachelor,3,1,FSA
39,Female,Married,71637.09,Other,4,1,Life
39,Male,Single,103688.83,Bachelor,0,1,FSA
50,Male,Divorced,106346.62,Bachelor,1,0,No_Insurance
18,Male,Single,17834.53,High School,0,0,No_Insurance
57,Male,Married,191696.22,PhD,0,1,A&H
55,Male,Married,63124.64,High School,4,1,Life
33,Female,Married,36442.22,High School,1,0,No_Insurance
54,Female,Married,53812.77,Associate,3,0,No_Insurance
55,Male,Married,70142.48,Associate,2,1,Life
49,Female,Divorced,112162.1,Bachelor,0,1,FSA
33,Female,Single,52778.18,High School,0,0,No_Insurance
48,Male,Married,175307.73,PhD,1,1,FSA
46,Female,Divorced,90375.96,Master,1,1,A&H
56,Female,Married,75888.07,Bachelor,0,1,A&H
32,Female,Married,39466.49,High School,3,1,Life
39,Male,Divorced,73667.5,Associate,0,0,No_Insurance
18,Female,Single,86687.4,PhD,0,1,FSA
44,Female,Married,80645.53,Associate,3,1,Life
19,Male,Single,26915.27,Other,0,0,No_Insurance
31,Female,Married,57567.17,Other,3,1,FSA
53,Female,Married,117480.97,Master,1,1,FSA
39,Female,Married,43082.66,High School,3,1,Life
42,Female,Married,108163.47,Master,1,1,FSA
45,Female,Married,92281.62,Master,3,1,FSA
18,Male,Single,27752.63,High School,0,0,No_Insurance
44,Male,Married,87178.24,Master,2,1,A&H
53,Female,Married,162023.34,Master,3,1,FSA
28,Female,Single,72812.3,Bachelor,0,0,No_Insurance
47,Male,Married,53221.2,High School,2,1,Life
34,Female,Married,66705.2,Bachelor,1,1,Life
34,Female,Married,127546.18,Master,2,1,A&H
44,Female,Divorced,39345.3,High School,1,1,FSA
37,Male,Married,100170.37,Bachelor,2,1,Life
44,Male,Divorced,101416.65,Master,0,1,FSA
32,Female,Married,125495.18,PhD,3,1,Life
37,Male,Married,61657.14,High School,4,1,Life
45,Female,Married,87720.95,Bachelor,2,1,FSA
44,Female,Married,54183.69,High School,2,0,No_Insurance
45,Female,Single,91391.54,Bachelor,2,1,Life
33,Female,Married,83431.58,Bachelor,2,1,A&H
55,Male,Married,136797.59,Bachelor,2,1,FSA
59,Female,Married,183255.59,Master,1,1,FSA
33,Female,Married,53632.9,High School,1,1,A&H
37,Male,Married,79096.12,Master,3,1,Life
42,Female,Married,84043.89,Bachelor,3,1,Life
50,Female,Married,60419.96,Associate,2,1,Life
34,Male,Divorced,91807.46,Bachelor,1,1,Life
39,Female,Married,140562.96,Master,2,1,FSA
50,Female,Married,158093.62,PhD,2,1,FSA
26,Male,Divorced,80506.35,Master,0,1,FSA
20,Male,Single,45668.62,Bachelor,0,0,No_Insurance
53,Male,Divorced,191071.86,PhD,0,1,FSA
25,Male,Married,49648.74,Associate,0,1,A&H
64,Female,Widowed,116701.87,Associate,0,1,A&H
34,Male,Divorced,57731.94,Bachelor,0,1,FSA
39,Male,Married,71162.65,Bachelor,1,1,FSA
38,Female,Married,82555.41,Bachelor,4,1,Life
28,Male,Married,39651.29,High School,2,1,A&H
41,Female,Divorced,72296.04,High School,0,1,FSA
38,Female,Married,92768.09,Bachelor,3,1,Life
52,Male,Married,102018.11,Bachelor,3,0,No_Insurance
52,Male,Married,75479.4,Bachelor,1,1,Life
51,Female,Married,74180.12,Bachelor,4,1,Life
50,Female,Married,45158.97,High School,3,1,Life
43,Male,Married,136831.7,PhD,2,1,FSA
63,Male,Widowed,76403.28,Bachelor,0,1,A&H
44,Female,Single,83006.91,Associate,0,1,Life
42,Male,Married,151239.34,Master,2,1,FSA
38,Female,Married,77309.69,Bachelor,1,1,Life
62,Female,Married,64005.63,Associate,2,1,Life
40,Female,Married,62873.05,High School,4,1,Life
18,Male,Single,62941.74,Master,0,0,No_Insurance
42,Male,Married,73917.86,High School,3,1,Life
45,Female,Married,112231.64,Master,2,1,Life
36,Male,Single,86993.82,Bachelor,0,1,FSA
37,Male,Single,85954.13,Bachelor,0,1,Life
48,Male,Married,88426.16,Bachelor,2,1,Life
57,Female,Married,116238.83,Master,0,1,A&H
38,Male,Married,58652.53,Associate,3,1,FSA
48,Female,Married,108781.85,Bachelor,2,1,Life
30,Male,Married,55103.07,Bachelor,2,0,No_Insurance
71,Male,Widowed,126992.35,Bachelor,1,1,A&H
70,Male,Divorced,71871.25,Associate,0,1,A&H
42,Female,Married,181889.15,PhD,2,1,FSA
18,Male,Single,18268.25,High School,0,0,No_Insurance
63,Male,Widowed,140651.2,Master,0,1,A&H
35,Male,Single,144655.06,Master,0,1,A&H
50,Male,Married,209544.53,PhD,2,0,No_Insurance
19,Female,Single,34401.68,Associate,0,0,No_Insurance
48,Male,Divorced,90890.01,Master,0,1,FSA
47,Female,Single,110464.52,Bachelor,1,1,Life
42,Male,Married,117649.86,Master,1,1,FSA
52,Female,Divorced,181759.45,PhD,0,1,A&H
23,Male,Single,42726.83,Associate,0,0,No_Insurance
37,Male,Divorced,54952.24,Bachelor,0,1,FSA
41,Female,Married,111372.54,Bachelor,2,1,Life
24,Male,Single,29790.44,High School,0,0,No_Insurance
50,Male,Married,82777.89,Other,1,1,Life
35,Female,Married,109260.08,Master,1,1,FSA
41,Female,Married,88160.38,Master,4,1,Life
52,Male,Married,133667.68,Bachelor,4,1,Life
39,Female,Married,61881.82,High School,2,1,Life
61,Male,Widowed,109580.52,Other,0,0,No_Insurance
33,Male,Married,80590.96,Bachelor,2,1,Life
32,Female,Married,45764.81,High School,4,1,Life
53,Male,Divorced,77696.0,High School,0,1,Life
42,Female,Divorced,97253.13,Master,0,1,Life
28,Female,Married,32634.59,Associate,2,1,Life
36,Male,Married,104583.62,Bachelor,3,1,Life
51,Male,Married,95132.59,Bachelor,2,1,Life
64,Female,Married,98931.75,Bachelor,0,1,A&H
43,Male,Married,72922.63,High School,2,0,No_Insurance
39,Male,Married,137337.39,Master,4,1,Life
54,Male,Married,102940.89,Bachelor,2,1,Life
24,Male,Single,85939.19,Master,0,0,No_Insurance
47,Female,Married,75876.79,Bachelor,2,1,Life
18,Female,Single,107747.28,Master,0,0,No_Insurance
44,Male,Married,52408.4,High School,3,1,Life
51,Female,Married,76258.63,Bachelor,1,1,FSA
58,Male,Married,110968.72,Bachelor,1,1,A&H
34,Female,Married,34896.2,High School,1,1,FSA
40,Female,Married,35980.42,High School,1,1,Life
32,Female,Married,57732.27,High School,4,1,Life
42,Male,Married,103892.47,Master,3,1,Life
51,Male,Single,84865.19,Other,1,1,FSA
25,Female,Married,93011.5,Master,0,1,A&H
58,Male,Married,130989.8,Bachelor,1,1,A&H
28,Male,Married,43184.64,Associate,4,1,FSA
33,Female,Married,81281.59,Bachelor,3,1,Life
61,Male,Widowed,63866.15,Associate,2,1,Life
30,Female,Single,123896.35,Master,0,1,FSA
49,Female,Married,166993.05,Master,2,1,Life
51,Male,Married,58630.44,High School,2,1,Life
20,Female,Single,144555.05,PhD,0,1,A&H
69,Male,Widowed,111377.3,Bachelor,0,1,FSA
85,Male,Widowed,211588.68,Master,0,1,FSA
37,Female,Divorced,104617.36,Bachelor,0,1,FSA
67,Female,Widowed,174039.23,Master,0,1,FSA
53,Male,Single,56056.78,High School,0,1,A&H
33,Female,Single,68249.69,Bachelor,0,0,No_Insurance
48,Male,Married,110013.52,Bachelor,3,1,Life
52,Male,Married,100586.7,Associate,3,1,Life
26,Male,Married,118282.54,Master,0,1,FSA
36,Female,Single,74229.12,Bachelor,0,1,Life
20,Female,Married,140106.3,PhD,0,0,No_Insurance
37,Male,Married,51743.56,High School,3,0,No_Insurance
42,Female,Divorced,136892.04,Master,1,1,FSA
32,Female,Married,84033.75,Master,3,1,FSA
18,Male,Single,26142.62,Associate,0,0,No_Insurance
57,Male,Married,58164.55,High School,0,1,A&H
51,Female,Married,75639.63,High School,2,1,Life
36,Male,Married,67050.09,Bachelor,2,1,Life
58,Male,Divorced,97401.05,High School,0,1,Life
45,Female,Married,102416.54,Bachelor,2,1,Life
18,Female,Married,50310.9,Bachelor,0,0,No_Insurance
47,Male,Married,101914.44,Bachelor,1,1,Life
33,Male,Married,99463.68,PhD,2,1,FSA
63,Female,Widowed,75602.59,Other,2,1,Life
26,Male,Married,25590.5,High School,0,1,FSA
59,Male,Married,223494.92,PhD,0,1,FSA
57,Male,Married,66975.7,Associate,0,1,A&H
62,Female,Widowed,132125.92,Bachelor,0,1,A&H
28,Female,Married,127306.48,PhD,2,0,No_Insurance
28,Male,Divorced,27648.32,High School,0,0,No_Insurance
38,Male,Married,96105.04,Bachelor,3,1,Life
29,Male,Married,97798.37,Master,1,1,A&H
21,Female,Single,49442.76,Bachelor,0,0,No_Insurance
32,Male,Married,37117.3,High School,1,1,Life
44,Male,Married,63087.09,High School,2,1,Life
42,Male,Married,108268.25,PhD,2,1,FSA
34,Female,Single,83054.38,Bachelor,0,0,No_Insurance
38,Male,Married,91162.32,Bachelor,3,1,Life
53,Male,Single,151719.4,Master,2,1,FSA
25,Male,Married,38048.06,Associate,0,1,FSA
56,Female,Married,177970.4,Master,0,1,A&H
45,Male,Married,70652.41,Bachelor,1,0,No_Insurance
49,Female,Married,102873.2,Master,2,1,FSA
46,Female,Divorced,105504.68,Bachelor,1,1,FSA
38,Female,Single,154018.71,PhD,0,1,FSA
41,Male,Single,53398.36,High School,0,0,No_Insurance
57,Male,Married,66391.88,Associate,2,1,A&H
37,Female,Divorced,66150.65,High School,1,1,Life
41,Male,Married,40230.47,High School,3,1,A&H
39,Male,Married,67277.24,High School,2,1,Life
35,Male,Divorced,127155.98,Master,2,1,Life
19,Female,Single,62529.12,Bachelor,0,0,No_Insurance
23,Male,Single,46793.64,Associate,0,1,A&H
51,Female,Married,129785.04,PhD,3,1,FSA
31,Female,Divorced,62803.25,Bachelor,0,1,Life
32,Female,Married,53402.57,Bachelor,2,1,Life
51,Female,Married,181038.17,PhD,2,1,Life
62,Male,Widowed,188240.79,Master,0,1,FSA
48,Female,Married,82526.74,High School,4,1,Life
48,Female,Married,76457.96,Bachelor,2,1,Life
54,Male,Married,72633.98,High School,3,1,Life
54,Male,Married,151837.05,PhD,3,1,FSA
57,Male,Married,143710.35,PhD,0,1,FSA
75,Female,Married,203522.26,Master,0,1,FSA
38,Female,Divorced,90152.67,Bachelor,0,1,A&H
62,Female,Widowed,102429.98,Associate,0,1,A&H
69,Female,Widowed,116835.17,High School,0,1,A&H
31,Female,Married,90178.81,Bachelor,3,1,Life
36,Male,Single,97084.06,Master,0,1,A&H
41,Male,Married,83247.8,Master,2,1,Life
35,Male,Married,122118.72,Master,2,1,A&H
62,Male,Married,63145.95,High School,2,1,Life
53,Female,Divorced,95241.6,Associate,1,1,A&H
46,Male,Married,49436.43,Other,3,1,Life
26,Female,Married,100323.67,Master,0,1,FSA
30,Male,Married,45021.48,Associate,2,1,Life
48,Male,Married,83306.59,Bachelor,4,1,FSA
49,Female,Divorced,95961.33,Associate,0,1,A&H
43,Female,Single,197023.76,PhD,1,1,FSA
18,Female,Single,19294.94,High School,0,0,No_Insurance
44,Female,Married,46966.57,High School,2,1,FSA
83,Male,Divorced,156123.19,Bachelor,0,1,FSA
47,Male,Married,90468.78,Bachelor,1,1,Life
50,Male,Married,75864.69,Bachelor,1,1,Life
49,Male,Married,79358.27,Bachelor,3,1,Life
29,Male,Single,104572.63,PhD,0,1,Life
55,Male,Married,82079.09,Associate,4,1,Life
54,Male,Married,97238.17,Master,3,1,Life
32,Male,Married,32342.41,High School,2,1,Life
24,Female,Single,34243.32,High School,0,0,No_Insurance
22,Male,Single,76661.16,Master,0,0,No_Insurance
34,Male,Married,83950.65,Bachelor,1,1,Life
19,Female,Single,125337.21,PhD,0,1,FSA
18,Male,Single,29787.56,High School,0,0,No_Insurance
18,Male,Single,32734.22,High School,0,0,No_Insurance
42,Female,Married,122079.27,Master,1,1,Life
29,Male,Married,91919.58,Master,3,1,Life
45,Male,Single,103521.07,Bachelor,0,1,A&H
54,Female,Married,82784.71,Bachelor,1,1,Life
38,Female,Married,48681.02,High School,3,1,Life
78,Female,Widowed,119689.34,Associate,2,1,A&H
26,Male,Married,56672.98,Bachelor,1,1,Life
45,Male,Divorced,84057.47,Associate,0,1,FSA
66,Male,Married,145290.97,Bachelor,0,1,A&H
57,Male,Married,103419.22,Bachelor,0,1,A&H
33,Male,Married,94789.17,Bachelor,2,1,FSA
30,Female,Married,67420.59,Bachelor,4,1,A&H
41,Female,Married,149897.83,Master,3,1,Life
